Fecha y Hora,ADC
17:22:17.478,4500.0
17:22:17.534,4646.0
17:22:17.603,4557.0
17:22:17.659,4538.0
17:22:17.725,4638.0
17:22:17.789,4432.0
17:22:17.846,4596.0
17:22:17.907,4518.0
17:22:17.971,4457.0
17:22:18.034,4577.0
17:22:18.098,4386.0
17:22:18.157,4558.0
17:22:18.221,4475.0
17:22:18.280,4418.0
17:22:18.341,4548.0
17:22:18.402,4340.0
17:22:18.465,4507.0
17:22:18.534,4442.0
17:22:18.591,4342.0
17:22:18.654,4563.0
17:22:18.717,4626.0
17:22:18.777,4785.0
17:22:18.841,4690.0
17:22:18.901,4674.0
17:22:18.967,4748.0
17:22:19.027,4641.0
17:22:19.092,4757.0
17:22:19.151,4648.0
17:22:19.212,4648.0
17:22:19.278,4749.0
17:22:19.341,4584.0
17:22:19.397,4748.0
17:22:19.460,4687.0
17:22:19.523,4610.0
17:22:19.590,4738.0
17:22:19.646,4574.0
17:22:19.714,4724.0
17:22:19.770,4586.0
17:22:19.833,4588.0
17:22:19.895,4717.0
17:22:19.965,4545.0
17:22:20.026,4673.0
17:22:20.088,4600.0
17:22:20.146,4548.0
17:22:20.212,4643.0
17:22:20.274,4486.0
17:22:20.336,4629.0
17:22:20.394,4563.0
17:22:20.456,4554.0
17:22:20.522,4664.0
17:22:20.590,4512.0
17:22:20.644,4644.0
17:22:20.710,4560.0
17:22:20.771,4547.0
17:22:20.837,4780.0
17:22:20.891,4625.0
17:22:20.959,4744.0
17:22:21.024,4730.0
17:22:21.083,4714.0
17:22:21.143,4815.0
17:22:21.208,4575.0
17:22:21.267,4792.0
17:22:21.336,4743.0
17:22:21.390,4686.0
17:22:21.456,4763.0
17:22:21.515,4586.0
17:22:21.581,4746.0
17:22:21.637,4682.0
17:22:21.708,4598.0
17:22:21.762,4748.0
17:22:21.825,4532.0
17:22:21.886,4717.0
17:22:21.946,4646.0
17:22:22.016,4638.0
17:22:22.079,4742.0
17:22:22.139,4593.0
17:22:22.196,4763.0
17:22:22.266,4696.0
17:22:22.326,4712.0
17:22:22.389,4854.0
17:22:22.448,4700.0
17:22:22.513,4820.0
17:22:22.576,4768.0
17:22:22.638,4765.0
17:22:22.703,4861.0
17:22:22.762,4706.0
17:22:22.828,4826.0
17:22:22.886,4774.0
17:22:22.949,4739.0
17:22:23.009,4890.0
17:22:23.076,4769.0
17:22:23.134,4854.0
17:22:23.198,4812.0
17:22:23.265,4788.0
17:22:23.327,4915.0
17:22:23.383,4753.0
17:22:23.447,4883.0
17:22:23.512,4828.0
17:22:23.578,4779.0
17:22:23.634,4901.0
17:22:23.700,4736.0
17:22:23.760,4892.0
17:22:23.828,4780.0
17:22:23.882,4798.0
17:22:23.949,4832.0
17:22:24.012,4788.0
17:22:24.072,4875.0
17:22:24.134,4833.0
17:22:24.197,4806.0
17:22:24.260,4944.0
17:22:24.319,4786.0
17:22:24.381,4943.0
17:22:24.445,4830.0
17:22:24.510,4836.0
17:22:24.575,4962.0
17:22:24.630,4812.0
17:22:24.696,4958.0
17:22:24.758,4902.0
17:22:24.822,4906.0
17:22:24.877,5019.0
17:22:24.944,4828.0
17:22:25.009,5030.0
17:22:25.069,4979.0
17:22:25.126,4936.0
17:22:25.191,5059.0
17:22:25.252,4884.0
17:22:25.317,5070.0
17:22:25.374,5183.0
17:22:25.439,4991.0
17:22:25.499,5082.0
17:22:25.567,4964.0
17:22:25.620,5110.0
17:22:25.687,5048.0
17:22:25.746,5002.0
17:22:25.811,5152.0
17:22:25.868,4975.0
17:22:25.930,5115.0
17:22:25.995,5096.0
17:22:26.060,5044.0
17:22:26.118,5180.0
17:22:26.183,4994.0
17:22:26.242,5174.0
17:22:26.310,5150.0
17:22:26.363,5087.0
17:22:26.412,5212.0
17:22:26.474,5062.0
17:22:26.541,5262.0
17:22:26.599,5194.0
17:22:26.665,5133.0
17:22:26.727,5298.0
17:22:26.783,5122.0
17:22:26.851,5238.0
17:22:26.915,5200.0
17:22:26.976,5166.0
17:22:27.036,5334.0
17:22:27.099,5142.0
17:22:27.161,5309.0
17:22:27.221,5231.0
17:22:27.323,5189.0
17:22:27.424,5314.0
17:22:27.527,5176.0
17:22:27.631,5342.0
17:22:27.729,5275.0
17:22:27.826,5228.0
17:22:27.881,5380.0
17:22:27.945,5220.0
17:22:28.007,5353.0
17:22:28.068,5306.0
17:22:28.116,5286.0
17:22:28.179,5414.0
17:22:28.241,5252.0
17:22:28.308,5402.0
17:22:28.365,5356.0
17:22:28.433,5307.0
17:22:28.492,5417.0
17:22:28.561,5295.0
17:22:28.613,5429.0
17:22:28.679,5384.0
17:22:28.743,5344.0
17:22:28.809,5460.0
17:22:28.863,5337.0
17:22:28.929,5452.0
17:22:28.994,5401.0
17:22:29.055,5358.0
17:22:29.114,5491.0
17:22:29.182,5369.0
17:22:29.243,5504.0
17:22:29.302,5445.0
17:22:29.360,5398.0
17:22:29.426,5504.0
17:22:29.491,5374.0
17:22:29.550,5486.0
17:22:29.610,5493.0
17:22:29.677,5426.0
17:22:29.738,5545.0
17:22:29.800,5360.0
17:22:29.860,5530.0
17:22:29.925,5469.0
17:22:29.986,5467.0
17:22:30.046,5581.0
17:22:30.107,5419.0
17:22:30.171,5500.0
17:22:30.237,5446.0
17:22:30.303,5390.0
17:22:30.357,5509.0
17:22:30.420,5298.0
17:22:30.486,5461.0
17:22:30.545,5403.0
17:22:30.603,5330.0
17:22:30.656,5455.0
17:22:30.720,5292.0
17:22:30.776,5401.0
17:22:30.840,5330.0
17:22:30.910,5269.0
17:22:30.963,5418.0
17:22:31.026,5226.0
17:22:31.086,5365.0
17:22:31.137,5264.0
17:22:31.198,5229.0
17:22:31.261,5362.0
17:22:31.324,5244.0
17:22:31.392,5360.0
17:22:31.450,5317.0
17:22:31.514,5236.0
17:22:31.574,5363.0
17:22:31.641,5225.0
17:22:31.696,5386.0
17:22:31.767,5297.0
17:22:31.820,5257.0
17:22:31.888,5404.0
17:22:31.949,5245.0
17:22:32.009,5340.0
17:22:32.069,5304.0
17:22:32.130,5278.0
17:22:32.196,5418.0
17:22:32.260,5223.0
17:22:32.319,5350.0
17:22:32.387,5339.0
17:22:32.443,5295.0
17:22:32.505,5413.0
17:22:32.569,5214.0
17:22:32.634,5394.0
17:22:32.694,5360.0
17:22:32.754,5234.0
17:22:32.816,5448.0
17:22:32.879,5256.0
17:22:32.942,5412.0
17:22:32.997,5354.0
17:22:33.046,5270.0
17:22:33.110,5427.0
17:22:33.170,5252.0
17:22:33.236,5428.0
17:22:33.296,5390.0
17:22:33.362,5312.0
17:22:33.419,5439.0
17:22:33.481,5264.0
17:22:33.543,5443.0
17:22:33.607,5438.0
17:22:33.671,5341.0
17:22:33.731,5448.0
17:22:33.792,5308.0
17:22:33.857,5443.0
17:22:33.913,5394.0
17:22:33.979,5341.0
17:22:34.041,5493.0
17:22:34.109,5308.0
17:22:34.166,5477.0
17:22:34.232,5416.0
17:22:34.290,5361.0
17:22:34.357,5516.0
17:22:34.415,5354.0
17:22:34.479,5481.0
17:22:34.538,5419.0
17:22:34.603,5390.0
17:22:34.657,5539.0
17:22:34.709,5390.0
17:22:34.767,5502.0
17:22:34.834,5482.0
17:22:34.896,5425.0
17:22:34.953,5546.0
17:22:35.012,5419.0
17:22:35.080,5496.0
17:22:35.137,5502.0
17:22:35.203,5460.0
17:22:35.262,5600.0
17:22:35.331,5430.0
17:22:35.390,5564.0
17:22:35.447,5514.0
17:22:35.509,5485.0
17:22:35.574,5632.0
17:22:35.634,5432.0
17:22:35.701,5581.0
17:22:35.759,5545.0
17:22:35.826,5503.0
17:22:35.885,5653.0
17:22:35.945,5450.0
17:22:36.004,5618.0
17:22:36.070,5576.0
17:22:36.128,5544.0
17:22:36.195,5665.0
17:22:36.252,5483.0
17:22:36.318,5627.0
17:22:36.379,5633.0
17:22:36.444,5564.0
17:22:36.501,5664.0
17:22:36.570,5537.0
17:22:36.628,5680.0
17:22:36.686,5642.0
17:22:36.749,5568.0
17:22:36.812,5706.0
17:22:36.874,5542.0
17:22:36.940,5679.0
17:22:36.996,5640.0
17:22:37.063,5582.0
17:22:37.126,5747.0
17:22:37.190,5554.0
17:22:37.248,5669.0
17:22:37.311,5645.0
17:22:37.376,5594.0
17:22:37.437,5765.0
17:22:37.494,5572.0
17:22:37.563,5684.0
17:22:37.623,5666.0
17:22:37.688,5582.0
17:22:37.744,5763.0
17:22:37.811,5598.0
17:22:37.872,5679.0
17:22:37.939,5674.0
17:22:37.990,5606.0
17:22:38.042,5748.0
17:22:38.097,5590.0
17:22:38.145,5735.0
17:22:38.199,5682.0
17:22:38.260,5576.0
17:22:38.310,5760.0
17:22:38.360,5640.0
17:22:38.417,5740.0
17:22:38.478,5692.0
17:22:38.544,5624.0
17:22:38.603,5770.0
17:22:38.666,5597.0
